,date,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,rain_today_b,rain_tomorrow_b,temp_change_9to3,temp_change_min_max,humidity_change,humidity_change_percent,pressure_change,wind_change_direction,wind_gust_change_3,wind_gust_change_9
16,2021-09-01 16:00:00,25.2,31.7,25.2,2.2,3.8,41.0,17.0,26.0,93.0,66.0,1006.8,1003.5,8.0,7.0,26.9,30.6,True,True,3.700000000000003,6.5,27.0,0.2903225806451613,3.2999999999999545,False,True,True
17,2021-09-01 17:00:00,26.3,30.9,5.4,4.2,0.0,52.0,24.0,17.0,79.0,90.0,1003.9,1004.1,8.0,8.0,29.6,24.1,True,True,5.5,4.599999999999998,-11.0,-0.1392405063291139,-0.2000000000000454,False,True,True
18,2021-09-01 18:00:00,23.7,32.3,9.8,5.8,6.8,43.0,22.0,24.0,80.0,71.0,1005.0,1002.0,8.0,7.0,29.2,31.4,True,True,2.2,8.599999999999998,9.0,0.1125,3.0,False,False,True
19,2021-09-01 19:00:00,23.2,31.7,16.8,4.8,6.3,63.0,13.0,33.0,86.0,69.0,1003.7,1000.4,7.0,7.0,25.1,31.1,True,True,6.0,8.5,17.0,0.1976744186046511,3.300000000000068,True,True,True
20,2021-09-01 20:00:00,23.5,30.4,109.8,5.469824216349109,2.0,46.0,17.0,26.0,98.0,75.0,1002.0,999.9,8.0,7.0,24.3,28.9,True,True,4.599999999999998,6.899999999999999,23.0,0.2346938775510204,2.1000000000000227,False,True,True
21,2021-09-01 21:00:00,24.3,29.3,20.8,4.6,0.0,48.0,13.0,28.0,94.0,87.0,1000.7,998.8,8.0,8.0,26.0,28.1,True,True,2.1000000000000014,5.0,7.0,0.0744680851063829,1.900000000000091,True,True,True
22,2021-09-01 22:00:00,24.7,32.3,24.0,6.6,9.4,50.0,30.0,31.0,79.0,67.0,1002.4,1000.8,5.0,5.0,29.3,31.2,True,True,1.8999999999999984,7.599999999999998,12.0,0.1518987341772152,1.6000000000000227,False,True,False
23,2021-09-01 23:00:00,25.5,32.0,5.4,7.2,5.6,52.0,19.0,19.0,93.0,85.0,1005.5,1004.0,6.0,5.0,25.5,28.8,True,True,3.3000000000000007,6.5,8.0,0.086021505376344,1.5,False,True,True
24,2021-09-02 00:00:00,25.3,32.0,15.2,3.4,8.7,33.0,13.0,24.0,76.0,69.0,1005.6,1002.7,7.0,7.0,29.9,30.8,True,False,0.9000000000000021,6.699999999999999,7.0,0.0921052631578947,2.8999999999999773,False,False,True
25,2021-09-02 01:00:00,27.5,32.4,0.0,4.8,6.3,39.0,15.0,24.0,76.0,61.0,1005.1,1001.9,7.0,8.0,29.9,31.4,False,False,1.5,4.899999999999999,15.0,0.1973684210526315,3.200000000000045,False,True,False
26,2021-09-02 02:00:00,28.1,32.7,0.0,8.0,6.2,37.0,17.0,24.0,77.0,63.0,1004.5,1002.2,7.0,7.0,30.0,32.1,False,False,2.1000000000000014,4.600000000000001,14.0,0.1818181818181818,2.2999999999999545,False,True,False
27,2021-09-02 03:00:00,28.2,32.4,0.0,8.0,9.6,37.0,19.0,24.0,73.0,67.0,1004.6,1001.8,7.0,7.0,29.8,31.9,False,False,2.099999999999998,4.199999999999999,6.0,0.0821917808219178,2.800000000000068,True,True,True
28,2021-09-02 04:00:00,27.8,32.8,0.4,5.6,10.0,37.0,13.0,26.0,75.0,65.0,1006.3,1003.8,7.0,5.0,30.2,31.9,False,False,1.6999999999999993,4.9999999999999964,10.0,0.1333333333333333,2.5,False,False,True
29,2021-09-02 05:00:00,27.8,31.8,0.2,7.4,5.4,46.0,20.0,22.0,73.0,70.0,1006.8,1004.9,5.0,7.0,30.1,29.9,False,True,0.2000000000000028,4.0,3.0,0.0410958904109589,1.8999999999999773,False,True,False
30,2021-09-02 06:00:00,25.7,32.8,3.0,4.2,5.4,35.0,15.0,24.0,74.0,66.0,1006.5,1003.7,6.0,6.0,29.6,31.2,True,False,1.599999999999998,7.099999999999998,8.0,0.1081081081081081,2.7999999999999545,False,False,True
31,2021-09-02 07:00:00,27.6,32.4,0.0,5.8,10.5,37.0,15.0,26.0,68.0,60.0,1007.7,1006.0,5.0,6.0,30.8,31.5,False,False,0.6999999999999993,4.799999999999997,8.0,0.1176470588235294,1.7000000000000457,True,True,True
32,2021-09-02 08:00:00,27.2,33.2,0.0,5.2,8.7,31.0,11.0,19.0,66.0,62.0,1008.7,1006.7,6.0,7.0,30.5,31.6,False,False,1.1000000000000014,6.000000000000004,4.0,0.0606060606060606,2.0,True,True,True
33,2021-09-02 09:00:00,28.0,32.9,0.0,7.0,7.4,31.0,7.0,22.0,67.0,64.0,1010.0,1006.8,3.0,7.0,30.1,31.6,False,False,1.5,4.899999999999999,3.0,0.044776119402985,3.200000000000045,False,False,True
34,2021-09-02 10:00:00,27.6,33.0,0.0,7.4,4.0,37.0,17.0,24.0,74.0,66.0,1008.5,1006.1,7.0,7.0,29.8,30.8,False,True,1.0,5.399999999999999,8.0,0.1081081081081081,2.3999999999999773,False,False,True
35,2021-09-02 11:00:00,24.9,33.3,1.4,5.4,10.9,31.0,6.0,17.0,75.0,47.0,1008.9,1006.8,7.0,5.0,29.2,32.7,True,False,3.500000000000004,8.399999999999999,28.0,0.3733333333333333,2.1000000000000227,False,True,True
36,2021-09-02 12:00:00,27.1,32.8,0.2,6.8,6.0,37.0,9.0,22.0,68.0,74.0,1010.8,1007.8,4.0,7.0,30.4,29.4,False,True,1.0,5.699999999999996,-6.0,-0.088235294117647,3.0,False,True,True
37,2021-09-02 13:00:00,24.8,32.6,3.0,5.4,3.3,39.0,13.0,22.0,79.0,61.0,1010.3,1007.7,7.0,7.0,27.9,31.3,True,True,3.400000000000002,7.800000000000001,18.0,0.2278481012658227,2.599999999999909,True,False,False
38,2021-09-02 14:00:00,23.8,28.9,25.6,6.8,0.1,41.0,2.0,20.0,93.0,77.0,1009.8,1007.1,7.0,7.0,26.1,28.5,True,True,2.3999999999999986,5.099999999999998,16.0,0.1720430107526881,2.699999999999932,False,False,True
39,2021-09-02 15:00:00,24.0,31.1,23.0,3.4,3.3,39.0,4.0,7.0,96.0,72.0,1011.3,1007.7,7.0,6.0,24.4,29.4,True,True,5.0,7.100000000000001,24.0,0.25,3.599999999999909,False,True,True
40,2021-09-02 16:00:00,24.4,32.8,4.0,1.0,6.3,44.0,9.0,28.0,79.0,65.0,1009.5,1005.4,7.0,8.0,29.4,32.2,True,True,2.8000000000000043,8.399999999999999,14.0,0.1772151898734177,4.100000000000023,False,True,False
41,2021-09-02 17:00:00,24.7,30.5,15.2,6.8,0.4,48.0,7.0,20.0,83.0,91.0,1007.8,1005.5,8.0,8.0,27.5,27.0,True,True,0.5,5.800000000000001,-8.0,-0.0963855421686747,2.2999999999999545,False,True,True
42,2021-09-02 18:00:00,22.5,28.4,145.6,5.469824216349109,0.0,52.0,13.0,20.0,96.0,89.0,1008.2,1005.2,8.0,8.0,24.5,25.5,True,True,1.0,5.899999999999999,7.0,0.0729166666666666,3.0,False,True,False
43,2021-09-02 19:00:00,24.1,31.0,8.2,1.2,5.0,56.0,19.0,19.0,83.0,71.0,1008.0,1005.5,5.0,6.0,28.1,29.8,True,True,1.6999999999999993,6.899999999999999,12.0,0.144578313253012,2.5,False,True,True
44,2021-09-02 20:00:00,25.0,32.3,16.4,4.2,7.3,30.0,17.0,20.0,80.0,65.0,1008.3,1006.7,6.0,7.0,29.1,31.7,True,False,2.599999999999998,7.299999999999997,15.0,0.1875,1.599999999999909,False,True,False
45,2021-09-02 21:00:00,25.7,31.5,0.0,4.8,4.0,26.0,4.0,9.0,79.0,87.0,1009.1,1007.0,5.0,7.0,29.0,27.3,False,True,1.6999999999999993,5.800000000000001,-8.0,-0.1012658227848101,2.1000000000000227,False,True,True
46,2021-09-02 22:00:00,25.0,34.1,10.2,5.4,11.9,61.0,7.0,17.0,78.0,67.0,1009.3,1006.8,3.0,3.0,28.3,31.5,True,True,3.2,9.1,11.0,0.141025641025641,2.5,False,True,False
47,2021-09-02 23:00:00,22.7,33.3,7.6,7.2,7.9,22.0,11.0,15.0,78.0,72.0,1010.2,1006.5,1.0,5.0,27.9,30.7,True,True,2.8000000000000007,10.599999999999998,6.0,0.0769230769230769,3.7000000000000455,False,True,True
48,2021-09-03 00:00:00,24.2,32.5,13.2,3.0,3.3,26.0,6.0,19.0,93.0,67.0,1009.2,1005.2,8.0,7.0,25.0,31.6,True,True,6.600000000000001,8.3,26.0,0.2795698924731182,4.0,False,True,True
49,2021-09-03 01:00:00,24.9,32.3,1.4,2.6,6.4,31.0,9.0,13.0,84.0,65.0,1006.8,1003.8,8.0,7.0,28.4,31.8,True,True,3.400000000000002,7.399999999999999,19.0,0.2261904761904762,3.0,False,False,True
50,2021-09-03 02:00:00,24.9,32.8,10.8,6.6,6.1,35.0,6.0,11.0,88.0,67.0,1007.3,1003.8,7.0,7.0,26.8,31.5,True,True,4.699999999999999,7.899999999999999,21.0,0.2386363636363636,3.5,False,True,True
51,2021-09-03 03:00:00,25.1,32.1,9.0,8.0,8.5,43.0,15.0,11.0,78.0,62.0,1007.2,1003.8,2.0,6.0,28.2,31.7,True,True,3.5,7.0,16.0,0.2051282051282051,3.400000000000091,False,True,True
52,2021-09-03 04:00:00,25.6,30.2,6.4,4.0,2.2,30.0,9.0,7.0,83.0,82.0,1005.3,1002.7,6.0,7.0,28.5,28.7,True,True,0.1999999999999993,4.599999999999998,1.0,0.0120481927710843,2.599999999999909,False,True,True
53,2021-09-03 05:00:00,25.8,27.5,4.4,1.0,0.0,44.0,9.0,6.0,87.0,96.0,1004.5,1002.1,8.0,8.0,26.8,25.2,True,True,1.6000000000000014,1.6999999999999993,-9.0,-0.1034482758620689,2.3999999999999773,False,False,True
54,2021-09-03 06:00:00,23.7,28.4,210.6,5.469824216349109,0.0,67.0,22.0,31.0,93.0,85.0,1002.5,999.9,8.0,8.0,25.9,27.4,True,True,1.5,4.699999999999999,8.0,0.086021505376344,2.6000000000000227,False,False,True
55,2021-09-03 07:00:00,23.8,30.0,59.6,5.469824216349109,0.0,52.0,20.0,11.0,90.0,92.0,1003.8,1001.9,8.0,8.0,27.6,26.3,True,True,1.3000000000000007,6.199999999999999,-2.0,-0.0222222222222222,1.8999999999999773,False,True,True
56,2021-09-03 08:00:00,24.8,32.1,6.4,1.0,2.3,31.0,17.0,17.0,77.0,76.0,1005.4,1003.0,5.0,7.0,29.6,29.8,True,True,0.1999999999999993,7.300000000000001,1.0,0.0129870129870129,2.3999999999999773,False,False,True
57,2021-09-03 09:00:00,26.0,31.5,1.2,3.0,1.8,57.0,11.0,22.0,86.0,91.0,1007.3,1005.5,7.0,7.0,28.8,24.7,True,True,4.100000000000001,5.5,-5.0,-0.0581395348837209,1.7999999999999543,False,True,True
58,2021-09-03 10:00:00,23.4,29.1,72.8,5.469824216349109,0.2,33.0,9.0,20.0,86.0,87.0,1006.9,1005.0,8.0,7.0,24.9,26.3,True,True,1.400000000000002,5.700000000000003,-1.0,-0.0116279069767441,1.8999999999999773,False,True,True
59,2021-09-03 11:00:00,24.7,30.6,7.2,2.0,5.3,48.0,19.0,24.0,75.0,73.0,1007.8,1005.5,7.0,7.0,28.7,29.4,True,True,0.6999999999999993,5.900000000000002,2.0,0.0266666666666666,2.2999999999999545,False,True,False
60,2021-09-03 12:00:00,24.0,29.0,58.4,5.469824216349109,1.1,41.0,13.0,19.0,96.0,80.0,1008.0,1005.3,8.0,7.0,24.4,28.7,True,True,4.300000000000001,5.0,16.0,0.1666666666666666,2.700000000000045,False,True,True
61,2021-09-03 13:00:00,23.6,29.9,14.6,1.8,2.8,61.0,30.0,35.0,77.0,71.0,1008.2,1006.5,8.0,7.0,26.7,29.4,True,True,2.7,6.299999999999997,6.0,0.0779220779220779,1.7000000000000457,False,False,True
62,2021-09-03 14:00:00,24.4,31.5,5.8,5.4,10.9,44.0,28.0,30.0,69.0,64.0,1010.5,1008.6,5.0,4.0,28.9,30.6,True,False,1.7000000000000028,7.100000000000001,5.0,0.072463768115942,1.8999999999999773,True,False,False
63,2021-09-03 15:00:00,26.7,31.9,0.0,7.2,10.2,41.0,20.0,24.0,70.0,60.0,1010.9,1008.7,7.0,6.0,29.2,31.2,False,False,2.0,5.199999999999999,10.0,0.1428571428571428,2.199999999999932,True,False,False
64,2021-09-03 16:00:00,26.8,32.0,0.0,7.0,7.7,35.0,19.0,24.0,75.0,65.0,1010.5,1007.7,6.0,4.0,29.1,30.9,False,False,1.7999999999999972,5.199999999999999,10.0,0.1333333333333333,2.7999999999999545,False,False,True
65,2021-09-03 17:00:00,26.6,32.5,0.0,4.4,10.5,39.0,17.0,24.0,74.0,61.0,1010.8,1008.6,7.0,7.0,29.3,31.9,False,False,2.599999999999998,5.899999999999999,13.0,0.1756756756756756,2.199999999999932,True,True,True
66,2021-09-03 18:00:00,27.3,32.5,0.0,7.2,7.2,37.0,17.0,26.0,79.0,63.0,1010.5,1007.2,7.0,7.0,28.4,31.6,False,False,3.200000000000003,5.199999999999999,16.0,0.2025316455696202,3.2999999999999545,False,True,False
67,2021-09-03 19:00:00,25.2,31.9,0.2,6.4,6.2,43.0,19.0,28.0,81.0,63.0,1008.9,1005.6,8.0,6.0,28.7,31.5,False,True,2.8000000000000007,6.699999999999999,18.0,0.2222222222222222,3.2999999999999545,True,False,False
68,2021-09-03 20:00:00,23.7,33.2,11.8,6.0,8.5,39.0,7.0,15.0,74.0,67.0,1009.7,1006.3,7.0,5.0,27.6,31.4,True,False,3.799999999999997,9.500000000000004,7.0,0.0945945945945946,3.400000000000091,True,True,True
69,2021-09-03 21:00:00,25.9,34.4,0.0,4.0,11.6,33.0,15.0,15.0,78.0,30.0,1012.1,1008.1,3.0,5.0,29.0,33.9,False,False,4.899999999999999,8.5,48.0,0.6153846153846154,4.0,False,False,True
70,2021-09-03 22:00:00,25.1,34.0,0.0,7.8,11.8,33.0,13.0,26.0,75.0,60.0,1011.7,1008.0,1.0,2.0,29.2,33.2,False,False,4.000000000000004,8.899999999999999,15.0,0.2,3.7000000000000455,False,False,True
71,2021-09-03 23:00:00,26.0,34.7,0.0,7.0,11.7,31.0,13.0,24.0,73.0,63.0,1010.2,1006.2,1.0,1.0,29.3,33.3,False,False,3.999999999999997,8.700000000000003,10.0,0.136986301369863,4.0,False,True,True
72,2021-09-04 00:00:00,28.3,32.1,0.0,7.6,1.2,28.0,7.0,13.0,79.0,68.0,1011.4,1008.5,7.0,6.0,29.4,30.6,False,False,1.2000000000000028,3.8000000000000007,11.0,0.1392405063291139,2.8999999999999773,True,True,True
73,2021-09-04 01:00:00,25.3,31.3,0.0,3.6,3.1,26.0,2.0,9.0,82.0,66.0,1011.7,1008.5,6.0,6.0,28.4,29.9,False,True,1.5,6.0,16.0,0.1951219512195122,3.200000000000045,True,True,True
74,2021-09-04 02:00:00,25.7,33.3,15.4,4.8,9.2,41.0,11.0,19.0,81.0,62.0,1008.8,1005.7,5.0,6.0,27.3,32.7,True,True,5.400000000000002,7.599999999999998,19.0,0.2345679012345679,3.099999999999909,False,True,True
75,2021-09-04 03:00:00,24.2,33.7,49.2,5.469824216349109,10.8,33.0,7.0,13.0,78.0,61.0,1009.8,1006.1,2.0,5.0,28.0,32.5,True,True,4.5,9.500000000000004,17.0,0.2179487179487179,3.699999999999932,False,True,True
76,2021-09-04 04:00:00,23.9,33.1,21.4,4.4,10.8,44.0,9.0,17.0,79.0,62.0,1008.8,1006.0,6.0,5.0,28.3,32.0,True,False,3.6999999999999993,9.200000000000005,17.0,0.2151898734177215,2.7999999999999545,False,True,True
77,2021-09-04 05:00:00,24.6,34.4,0.0,4.8,11.3,28.0,7.0,15.0,70.0,62.0,1009.7,1005.9,3.0,2.0,28.3,32.2,False,False,3.900000000000002,9.799999999999995,8.0,0.1142857142857142,3.800000000000068,False,True,True
78,2021-09-04 06:00:00,26.0,34.6,0.0,6.6,9.8,28.0,11.0,6.0,76.0,49.0,1007.6,1004.7,3.0,7.0,30.1,33.7,False,False,3.6000000000000014,8.600000000000001,27.0,0.3552631578947368,2.8999999999999773,False,True,True
79,2021-09-04 07:00:00,25.5,34.7,0.0,7.0,8.2,91.0,7.0,7.0,70.0,64.0,1006.0,1002.2,2.0,6.0,30.4,32.3,False,True,1.8999999999999984,9.200000000000005,6.0,0.0857142857142857,3.7999999999999545,False,True,True
80,2021-09-04 08:00:00,20.9,32.0,31.2,10.6,2.3,56.0,9.0,6.0,75.0,62.0,1006.0,1001.5,7.0,8.0,27.8,31.5,True,True,3.6999999999999993,11.1,13.0,0.1733333333333333,4.5,False,True,True
81,2021-09-04 09:00:00,24.5,28.4,55.0,5.469824216349109,0.0,59.0,31.0,24.0,96.0,86.0,1002.7,1000.2,8.0,7.0,24.8,27.9,True,True,3.099999999999998,3.899999999999999,10.0,0.1041666666666666,2.5,False,True,True
82,2021-09-04 10:00:00,24.8,30.0,32.2,1.4,0.4,46.0,15.0,15.0,87.0,90.0,1005.2,1003.4,7.0,7.0,25.9,26.8,True,True,0.9000000000000021,5.199999999999999,-3.0,-0.0344827586206896,1.8000000000000682,False,False,True
83,2021-09-04 11:00:00,24.8,32.6,34.8,8.0,8.0,37.0,15.0,15.0,82.0,69.0,1007.4,1005.1,7.0,8.0,28.8,29.7,True,False,0.8999999999999986,7.800000000000001,13.0,0.1585365853658536,2.2999999999999545,True,True,True
84,2021-09-04 12:00:00,25.7,32.2,0.0,4.6,4.7,30.0,9.0,11.0,82.0,96.0,1008.6,1006.3,7.0,8.0,28.9,24.4,False,True,4.5,6.500000000000004,-14.0,-0.1707317073170731,2.300000000000068,False,True,True
85,2021-09-04 13:00:00,23.8,32.0,32.6,4.8,4.1,33.0,6.0,6.0,86.0,91.0,1009.5,1007.2,7.0,7.0,27.9,27.3,True,True,0.5999999999999979,8.2,-5.0,-0.0581395348837209,2.2999999999999545,False,True,True
86,2021-09-04 14:00:00,25.7,32.4,8.4,3.4,5.7,22.0,6.0,13.0,90.0,58.0,1010.9,1006.9,7.0,7.0,27.3,32.0,True,False,4.699999999999999,6.699999999999999,32.0,0.3555555555555555,4.0,False,True,True
87,2021-09-04 15:00:00,25.6,32.4,0.0,3.0,9.4,35.0,7.0,22.0,79.0,70.0,1010.4,1007.2,7.0,7.0,28.9,31.2,False,True,2.3000000000000007,6.799999999999997,9.0,0.1139240506329113,3.199999999999932,False,False,True
88,2021-09-04 16:00:00,24.3,32.8,3.6,3.8,5.5,28.0,13.0,15.0,81.0,62.0,1009.7,1006.2,7.0,8.0,28.1,32.6,True,False,4.5,8.499999999999996,19.0,0.2345679012345679,3.5,False,True,True
89,2021-09-04 17:00:00,27.3,32.1,0.0,5.0,3.7,33.0,6.0,9.0,82.0,69.0,1009.4,1006.1,5.0,4.0,29.7,30.6,False,True,0.9000000000000021,4.800000000000001,13.0,0.1585365853658536,3.2999999999999545,False,True,True
90,2021-09-04 18:00:00,25.1,33.5,11.2,3.6,9.3,31.0,6.0,19.0,72.0,70.0,1010.0,1007.2,3.0,5.0,29.1,31.8,True,True,2.7,8.399999999999999,2.0,0.0277777777777777,2.7999999999999545,False,True,True
91,2021-09-04 19:00:00,25.8,31.9,3.8,6.4,6.2,35.0,13.0,19.0,83.0,62.0,1009.7,1006.1,6.0,5.0,28.0,31.7,True,True,3.6999999999999993,6.099999999999998,21.0,0.253012048192771,3.6000000000000227,False,False,True
92,2021-09-04 20:00:00,22.4,33.9,18.4,8.0,6.8,56.0,4.0,20.0,84.0,75.0,1008.3,1005.6,7.0,7.0,27.9,31.5,True,True,3.6000000000000014,11.5,9.0,0.1071428571428571,2.699999999999932,False,True,False
93,2021-09-04 21:00:00,23.3,32.6,13.6,4.8,7.8,33.0,13.0,20.0,83.0,68.0,1009.9,1006.6,5.0,5.0,27.3,31.9,True,True,4.599999999999998,9.3,15.0,0.180722891566265,3.2999999999999545,False,False,True
94,2021-09-04 22:00:00,25.1,32.2,33.0,7.8,8.7,31.0,9.0,15.0,90.0,70.0,1009.5,1006.9,6.0,6.0,28.0,31.2,True,True,3.2,7.100000000000001,20.0,0.2222222222222222,2.6000000000000227,False,True,True
95,2021-09-04 23:00:00,24.1,29.3,22.0,9.4,0.4,31.0,13.0,7.0,91.0,79.0,1011.5,1006.9,8.0,8.0,24.1,28.5,True,True,4.399999999999999,5.199999999999999,12.0,0.1318681318681318,4.600000000000023,False,True,True
96,2021-09-05 00:00:00,23.5,30.6,33.8,3.4,5.6,31.0,9.0,15.0,92.0,73.0,1008.9,1005.9,7.0,7.0,26.5,30.1,True,True,3.6000000000000014,7.100000000000001,19.0,0.2065217391304347,3.0,False,True,False
97,2021-09-05 01:00:00,25.0,30.2,6.8,3.6,2.8,30.0,9.0,19.0,85.0,83.0,1010.1,1007.3,6.0,7.0,27.6,27.4,True,True,0.2000000000000028,5.199999999999999,2.0,0.0235294117647058,2.800000000000068,False,True,True
98,2021-09-05 02:00:00,24.9,31.9,20.0,4.0,4.8,28.0,7.0,13.0,88.0,69.0,1010.4,1006.8,7.0,7.0,27.6,30.3,True,True,2.7,7.0,19.0,0.2159090909090909,3.6000000000000227,False,True,True
99,2021-09-05 03:00:00,24.5,32.3,18.0,3.2,5.8,31.0,7.0,7.0,82.0,86.0,1009.5,1005.7,5.0,7.0,28.0,27.5,True,True,0.5,7.799999999999997,-4.0,-0.048780487804878,3.7999999999999545,False,True,True
100,2021-09-05 04:00:00,24.0,30.4,17.0,5.8,0.8,31.0,11.0,4.0,89.0,87.0,1007.9,1006.0,7.0,8.0,26.7,27.7,True,True,1.0,6.399999999999999,2.0,0.0224719101123595,1.8999999999999773,False,True,True
101,2021-09-05 05:00:00,24.9,31.4,18.2,3.0,8.5,30.0,7.0,15.0,90.0,69.0,1009.1,1006.2,7.0,7.0,27.6,30.1,True,False,2.5,6.5,21.0,0.2333333333333333,2.8999999999999773,False,True,True
102,2021-09-05 06:00:00,26.9,32.2,0.4,4.0,5.8,30.0,6.0,13.0,85.0,78.0,1011.0,1008.2,5.0,6.0,28.2,28.9,False,False,0.6999999999999993,5.300000000000004,7.0,0.0823529411764705,2.7999999999999545,False,True,True
103,2021-09-05 07:00:00,27.5,33.4,0.2,2.8,10.2,31.0,15.0,17.0,77.0,64.0,1010.8,1006.9,7.0,3.0,29.9,32.7,False,False,2.8000000000000043,5.899999999999999,13.0,0.1688311688311688,3.899999999999977,True,True,True
104,2021-09-05 08:00:00,27.9,33.6,0.0,6.0,10.3,72.0,17.0,24.0,75.0,66.0,1009.3,1006.8,3.0,7.0,30.1,32.6,False,True,2.5,5.700000000000003,9.0,0.12,2.5,False,True,True
105,2021-09-05 09:00:00,22.4,32.3,25.4,9.4,8.4,39.0,13.0,17.0,84.0,65.0,1010.1,1007.5,7.0,7.0,28.2,31.7,True,True,3.5,9.9,19.0,0.2261904761904762,2.6000000000000227,False,True,True
106,2021-09-05 10:00:00,23.0,31.4,9.4,6.8,3.8,59.0,9.0,13.0,89.0,69.0,1011.0,1007.0,7.0,7.0,25.8,30.9,True,True,5.099999999999998,8.399999999999999,20.0,0.2247191011235955,4.0,False,True,False
